movie_stimulus.avi
pts	0.04	time	2034514335798007
pts	0.08	time	2034514335835606
pts	0.12	time	2034514335873205
pts	0.16	time	2034514335910804
pts	0.2	time	2034514335948403
pts	0.24	time	2034514335986002
pts	0.28	time	2034514336023601
pts	0.32	time	2034514336061200
pts	0.36	time	2034514336098799
pts	0.4	time	2034514336136398
pts	0.44	time	2034514336173997
pts	0.48	time	2034514336211596
pts	0.52	time	2034514336249195
pts	0.56	time	2034514336286794
pts	0.6	time	2034514336324393
pts	0.64	time	2034514336361992
pts	0.68	time	2034514336399591
pts	0.72	time	2034514336437190
pts	0.76	time	2034514336474789
pts	0.8	time	2034514336512388
pts	0.84	time	2034514336549987
pts	0.88	time	2034514336587586
pts	0.92	time	2034514336625185
pts	0.96	time	2034514336662784
pts	1.0	time	2034514336700383
pts	1.04	time	2034514336737982
pts	1.08	time	2034514336775581
pts	1.12	time	2034514336813180
pts	1.16	time	2034514336850779
pts	1.2	time	2034514336888378
pts	1.24	time	2034514336925977
pts	1.28	time	2034514336963576
pts	1.32	time	2034514337001175
pts	1.36	time	2034514337038774
pts	1.4	time	2034514337076373
pts	1.44	time	2034514337113972
pts	1.48	time	2034514337151571
pts	1.52	time	2034514337189170
pts	1.56	time	2034514337226769
pts	1.6	time	2034514337264368
pts	1.64	time	2034514337301967
pts	1.68	time	2034514337339566
pts	1.72	time	2034514337377165
pts	1.76	time	2034514337414764
pts	1.8	time	2034514337452363
pts	1.84	time	2034514337489962
pts	1.88	time	2034514337527561
pts	1.92	time	2034514337565160
pts	1.96	time	2034514337602759
pts	2.0	time	2034514337640358
pts	2.04	time	2034514337677957
pts	2.08	time	2034514337715556
pts	2.12	time	2034514337753155
pts	2.16	time	2034514337790754
pts	2.2	time	2034514337828353
pts	2.24	time	2034514337865952
pts	2.28	time	2034514337903551
pts	2.32	time	2034514337941150
pts	2.36	time	2034514337978749
pts	2.4	time	2034514338016348
pts	2.44	time	2034514338053947
pts	2.48	time	2034514338091546
pts	2.52	time	2034514338129145
pts	2.56	time	2034514338166744
pts	2.6	time	2034514338204343
pts	2.64	time	2034514338241942
pts	2.68	time	2034514338279541
pts	2.72	time	2034514338317140
pts	2.76	time	2034514338354739
pts	2.8	time	2034514338392338
pts	2.84	time	2034514338429937
pts	2.88	time	2034514338467536
pts	2.92	time	2034514338505135
pts	2.96	time	2034514338542734
pts	3.0	time	2034514338580333
pts	3.04	time	2034514338617932
pts	3.08	time	2034514338655531
pts	3.12	time	2034514338693130
pts	3.16	time	2034514338730729
pts	3.2	time	2034514338768328
pts	3.24	time	2034514338805927
pts	3.28	time	2034514338843526
pts	3.32	time	2034514338881125
pts	3.36	time	2034514338918724
pts	3.4	time	2034514338956323
pts	3.44	time	2034514338993922
pts	3.48	time	2034514339031521
pts	3.52	time	2034514339069120
pts	3.56	time	2034514339106719
pts	3.6	time	2034514339144318
pts	3.64	time	2034514339181917
pts	3.68	time	2034514339219516
pts	3.72	time	2034514339257115
pts	3.76	time	2034514339294714
pts	3.8	time	2034514339332313
pts	3.84	time	2034514339369912
pts	3.88	time	2034514339407511
pts	3.92	time	2034514339445110
pts	3.96	time	2034514339482709
pts	4.0	time	2034514339520308
pts	4.04	time	2034514339557907
pts	4.08	time	2034514339595506
pts	4.12	time	2034514339633105
pts	4.16	time	2034514339670704
pts	4.2	time	2034514339708303
pts	4.24	time	2034514339745902
pts	4.28	time	2034514339783501
pts	4.32	time	2034514339821100
pts	4.36	time	2034514339858699
pts	4.4	time	2034514339896298
pts	4.44	time	2034514339933897
pts	4.48	time	2034514339971496
pts	4.52	time	2034514340009095
pts	4.56	time	2034514340046694
pts	4.6	time	2034514340084293
pts	4.64	time	2034514340121892
pts	4.68	time	2034514340159491
pts	4.72	time	2034514340197090
pts	4.76	time	2034514340234689
pts	4.8	time	2034514340272288
pts	4.84	time	2034514340309887
pts	4.88	time	2034514340347486
pts	4.92	time	2034514340385085
pts	4.96	time	2034514340422684
pts	5.0	time	2034514340460283
pts	5.04	time	2034514340497882
pts	5.08	time	2034514340535481
pts	5.12	time	2034514340573080
pts	5.16	time	2034514340610679
pts	5.2	time	2034514340648278
pts	5.24	time	2034514340685877
pts	5.28	time	2034514340723476
pts	5.32	time	2034514340761075
pts	5.36	time	2034514340798674
pts	5.4	time	2034514340836273
pts	5.44	time	2034514340873872
pts	5.48	time	2034514340911471
pts	5.52	time	2034514340949070
pts	5.56	time	2034514340986669
pts	5.6	time	2034514341024268
pts	5.64	time	2034514341061867
pts	5.68	time	2034514341099466
pts	5.72	time	2034514341137065
pts	5.76	time	2034514341174664
pts	5.8	time	2034514341212263
pts	5.84	time	2034514341249862
pts	5.88	time	2034514341287461
pts	5.92	time	2034514341325060
pts	5.96	time	2034514341362659
pts	6.0	time	2034514341400258
pts	6.04	time	2034514341437857
pts	6.08	time	2034514341475456
pts	6.12	time	2034514341513055
pts	6.16	time	2034514341550654
pts	6.2	time	2034514341588253
pts	6.24	time	2034514341625852
pts	6.28	time	2034514341663451
pts	6.32	time	2034514341701050
pts	6.36	time	2034514341738649
pts	6.4	time	2034514341776248
pts	6.44	time	2034514341813847
pts	6.48	time	2034514341851446
pts	6.52	time	2034514341889045
pts	6.56	time	2034514341926644
pts	6.6	time	2034514341964243
pts	6.64	time	2034514342001842
pts	6.68	time	2034514342039441
pts	6.72	time	2034514342077040
pts	6.76	time	2034514342114639
pts	6.8	time	2034514342152238
pts	6.84	time	2034514342189837
pts	6.88	time	2034514342227436
pts	6.92	time	2034514342265035
pts	6.96	time	2034514342302634
pts	7.0	time	2034514342340233
pts	7.04	time	2034514342377832
pts	7.08	time	2034514342415431
pts	7.12	time	2034514342453030
pts	7.16	time	2034514342490629
pts	7.2	time	2034514342528228
pts	7.24	time	2034514342565827
pts	7.28	time	2034514342603426
pts	7.32	time	2034514342641025
pts	7.36	time	2034514342678624
pts	7.4	time	2034514342716223
pts	7.44	time	2034514342753822
pts	7.48	time	2034514342791421
pts	7.52	time	2034514342829020
pts	7.56	time	2034514342866619
pts	7.6	time	2034514342904218
pts	7.64	time	2034514342941817
pts	7.68	time	2034514342979416
pts	7.72	time	2034514343017015
pts	7.76	time	2034514343054614
pts	7.8	time	2034514343092213
pts	7.84	time	2034514343129812
pts	7.88	time	2034514343167411
pts	7.92	time	2034514343205010
pts	7.96	time	2034514343242609
pts	8.0	time	2034514343280208
pts	8.04	time	2034514343317807
pts	8.08	time	2034514343355406
pts	8.12	time	2034514343393005
pts	8.16	time	2034514343430604
pts	8.2	time	2034514343468203
pts	8.24	time	2034514343505802
pts	8.28	time	2034514343543401
pts	8.32	time	2034514343581000
pts	8.36	time	2034514343618599
pts	8.4	time	2034514343656198
pts	8.44	time	2034514343693797
pts	8.48	time	2034514343731396
pts	8.52	time	2034514343768995
pts	8.56	time	2034514343806594
pts	8.6	time	2034514343844193
pts	8.64	time	2034514343881792
pts	8.68	time	2034514343919391
pts	8.72	time	2034514343956990
pts	8.76	time	2034514343994589
pts	8.8	time	2034514344032188
pts	8.84	time	2034514344069787
pts	8.88	time	2034514344107386
pts	8.92	time	2034514344144985
pts	8.96	time	2034514344182584
pts	9.0	time	2034514344220183
pts	9.04	time	2034514344257782
pts	9.08	time	2034514344295381
pts	9.12	time	2034514344332980
pts	9.16	time	2034514344370579
pts	9.2	time	2034514344408178
pts	9.24	time	2034514344445777
pts	9.28	time	2034514344483376
pts	9.32	time	2034514344520975
pts	9.36	time	2034514344558574
pts	9.4	time	2034514344596173
pts	9.44	time	2034514344633772
pts	9.48	time	2034514344671371
pts	9.52	time	2034514344708970
pts	9.56	time	2034514344746569
pts	9.6	time	2034514344784168
pts	9.64	time	2034514344821767
pts	9.68	time	2034514344859366
pts	9.72	time	2034514344896965
pts	9.76	time	2034514344934564
pts	9.8	time	2034514344972163
pts	9.84	time	2034514345009762
pts	9.88	time	2034514345047361
pts	9.92	time	2034514345084960
pts	9.96	time	2034514345122559
pts	10.0	time	2034514345160158
pts	10.04	time	2034514345197757
pts	10.08	time	2034514345235356
pts	10.12	time	2034514345272955
pts	10.16	time	2034514345310554
pts	10.2	time	2034514345348153
pts	10.24	time	2034514345385752
pts	10.28	time	2034514345423351
pts	10.32	time	2034514345460950
pts	10.36	time	2034514345498549
pts	10.4	time	2034514345536148
pts	10.44	time	2034514345573747
pts	10.48	time	2034514345611346
pts	10.52	time	2034514345648945
pts	10.56	time	2034514345686544
pts	10.6	time	2034514345724143
pts	10.64	time	2034514345761742
pts	10.68	time	2034514345799341
pts	10.72	time	2034514345836940
pts	10.76	time	2034514345874539
pts	10.8	time	2034514345912138
pts	10.84	time	2034514345949737
pts	10.88	time	2034514345987336
pts	10.92	time	2034514346024935
pts	10.96	time	2034514346062534
pts	11.0	time	2034514346100133
pts	11.04	time	2034514346137732
pts	11.08	time	2034514346175331
pts	11.12	time	2034514346212930
pts	11.16	time	2034514346250529
pts	11.2	time	2034514346288128
pts	11.24	time	2034514346325727
pts	11.28	time	2034514346363326
pts	11.32	time	2034514346400925
pts	11.36	time	2034514346438524
pts	11.4	time	2034514346476123
pts	11.44	time	2034514346513722
pts	11.48	time	2034514346551321
pts	11.52	time	2034514346588920
pts	11.56	time	2034514346626519
pts	11.6	time	2034514346664118
pts	11.64	time	2034514346701717
pts	11.68	time	2034514346739316
pts	11.72	time	2034514346776915
pts	11.76	time	2034514346814514
pts	11.8	time	2034514346852113
pts	11.84	time	2034514346889712
pts	11.88	time	2034514346927311
pts	11.92	time	2034514346964910
pts	11.96	time	2034514347002509
pts	12.0	time	2034514347040108
pts	12.04	time	2034514347077707
pts	12.08	time	2034514347115306
pts	12.12	time	2034514347152905
pts	12.16	time	2034514347190504
pts	12.2	time	2034514347228103
pts	12.24	time	2034514347265702
pts	12.28	time	2034514347303301
pts	12.32	time	2034514347340900
pts	12.36	time	2034514347378499
pts	12.4	time	2034514347416098
pts	12.44	time	2034514347453697
pts	12.48	time	2034514347491296
pts	12.52	time	2034514347528895
pts	12.56	time	2034514347566494
pts	12.6	time	2034514347604093
pts	12.64	time	2034514347641692
pts	12.68	time	2034514347679291
pts	12.72	time	2034514347716890
