Initial signature: 255	255
255	255	
data	Stamp	pre	post
1	0	2034514335760006	2034514335760809
2	1	2401225644943282	2401225644944588
4	2	2767936954126983	2767936954127941
8	3	3134648263310289	3134648263311688
16	4	3501359572493984	3501359572495048
32	5	3868070881677607	3868070881678479
64	6	4234782190860889	4234782190862250
128	7	4601493500044717	4601493500045477
1	8	4968204809228109	4968204809229139
2	9	5334916118411649	5334916118412653
4	10	5701627427595208	5701627427596148
8	11	6068338736778518	6068338736779892
16	12	6435050045961944	6435050045963520
32	13	6801761355145897	6801761355146621
64	14	7168472664329151	7168472664330421
128	15	7535183973512820	7535183973513806
1	16	7901895282696282	7901895282697398
2	17	8268606591879845	8268606591880889
4	18	8635317901063593	8635317901064195
8	19	9002029210246945	9002029210247897
16	20	9368740519430474	9368740519431422
32	21	9735451828613944	9735451828615008
64	22	10102163137797396	10102163137798608
128	23	10468874446981036	10468874446982020
1	24	10835585756164552	10835585756165560
2	25	11202297065347950	11202297065349218
4	26	11569008374531584	11569008374532636
8	27	11935719683715088	11935719683716184
16	28	12302430992898630	12302430992899698
32	29	12669142302082174	12669142302083210
64	30	13035853611265514	13035853611266922
128	31	13402564920449064	13402564920450424
1	32	13769276229632718	13769276229633826
2	33	14135987538816248	14135987538817352
4	34	14502698847999966	14502698848000686
8	35	14869410157183440	14869410157184264
16	36	15236121466366708	15236121466368052
32	37	15602832775550362	15602832775551454
64	38	15969544084734224	15969544084734644
128	39	16336255393917482	16336255393918438
1	40	16702966703100792	16702966703102184
2	41	17069678012284806	17069678012285226
4	42	17436389321468056	17436389321469028
8	43	17803100630651680	17803100630652456
16	44	18169811939835116	18169811939836076
32	45	18536523249018648	18536523249019600
64	46	18903234558202176	18903234558203120
128	47	19269945867385560	19269945867386792
1	48	19636657176569344	19636657176570064
2	49	20003368485752560	20003368485753904
4	50	20370079794936336	20370079794937184
8	51	20736791104119904	20736791104120664
16	52	21103502413303312	21103502413304312
32	53	21470213722486748	21470213722487932
64	54	21836925031670344	21836925031671384
128	55	22203636340853716	22203636340855068
1	56	22570347650037452	22570347650038388
2	57	22937058959221112	22937058959221784
4	58	23303770268404384	23303770268405568
8	59	23670481577587992	23670481577589008
16	60	24037192886771576	24037192886772480
32	61	24403904195954984	24403904195956128
64	62	24770615505138660	24770615505139500
128	63	25137326814321980	25137326814323236
1	64	25504038123505428	25504038123506844
2	65	25870749432689052	25870749432690276
4	66	26237460741872608	26237460741873776
8	67	26604172051056276	26604172051057156
16	68	26970883360239840	26970883360240648
32	69	27337594669423296	27337594669424248
64	70	27704305978606768	27704305978607824
128	71	28071017287790364	28071017287791284
1	72	28437728596973936	28437728596974768
2	73	28804439906157292	28804439906158468
4	74	29171151215340940	29171151215341876
8	75	29537862524524308	29537862524525556
16	76	29904573833708044	29904573833708876
32	77	30271285142891568	30271285142892408
64	78	30637996452075000	30637996452076024
128	79	31004707761258468	31004707761259612
1	80	31371419070442176	31371419070442960
2	81	31738130379625488	31738130379626704
4	82	32104841688809056	32104841688810192
8	83	32471552997992716	32471552997993580
16	84	32838264307176216	32838264307177136
32	85	33204975616359644	33204975616360764
64	86	33571686925543208	33571686925544248
128	87	33938398234726756	33938398234727756
1	88	34305109543910304	34305109543911264
2	89	34671820853093728	34671820853094896
4	90	35038532162277360	35038532162278320
8	91	35405243471460820	35405243471461908
16	92	35771954780644284	35771954780645500
32	93	36138666089827560	36138666089829272
64	94	36505377399011288	36505377399012600
128	95	36872088708194880	36872088708196064
1	96	37238800017378584	37238800017379416
2	97	37605511326561960	37605511326563096
4	98	37972222635745576	37972222635746536
8	99	38338933944929056	38338933944930112
16	100	38705645254112624	38705645254113584
32	101	39072356563296064	39072356563297200
64	102	39439067872479744	39439067872480576
128	103	39805779181663208	39805779181664168
1	104	40172490490846784	40172490490847648
2	105	40539201800030240	40539201800031248
4	106	40905913109213728	40905913109214816
8	107	41272624418397256	41272624418398344
16	108	41639335727580832	41639335727581824
32	109	42006047036764352	42006047036765344
64	110	42372758345947920	42372758345948832
128	111	42739469655131416	42739469655132392
1	112	43106180964314792	43106180964316072
2	113	43472892273498288	43472892273499632
4	114	43839603582682120	43839603582682856
8	115	44206314891865360	44206314891866672
16	116	44573026201048888	44573026201050184
32	117	44939737510232344	44939737510233784
64	118	45306448819416256	45306448819416928
128	119	45673160128599528	45673160128600712
1	120	46039871437783072	46039871437784224
2	121	46406582746966640	46406582746967712
4	122	46773294056150248	46773294056151160
8	123	47140005365333680	47140005365334784
16	124	47506716674517344	47506716674518176
32	125	47873427983700704	47873427983701856
64	126	48240139292884352	48240139292885264
128	127	48606850602067736	48606850602068936
1	128	48973561911251288	48973561911252440
2	129	49340273220434672	49340273220436112
4	130	49706984529618584	49706984529619256
8	131	50073695838801928	50073695838802968
16	132	50440407147985416	50440407147986520
32	133	50807118457168952	50807118457170040
64	134	51173829766352424	51173829766353624
128	135	51540541075536064	51540541075537040
1	136	51907252384719544	51907252384720616
2	137	52273963693903080	52273963693904136
4	138	52640675003086648	52640675003087624
8	139	53007386312270152	53007386312271176
16	140	53374097621453680	53374097621454704
32	141	53740808930637400	53740808930638024
64	142	54107520239820800	54107520239821680
128	143	54474231549004232	54474231549005304
1	144	54840942858187896	54840942858188696
2	145	55207654167371288	55207654167372360
4	146	55574365476554720	55574365476555984
8	147	55941076785738136	55941076785739624
16	148	56307788094922000	56307788094922800
32	149	56674499404105424	56674499404106432
64	150	57041210713288960	57041210713289952
128	151	57407922022472552	57407922022473416
1	152	57774633331656160	57774633331656864
2	153	58141344640839600	58141344640840480
4	154	58508055950023192	58508055950023944
8	155	58874767259206656	58874767259207536
16	156	59241478568390168	59241478568391080
32	157	59608189877573624	59608189877574664
64	158	59974901186757216	59974901186758128
128	159	60341612495940704	60341612495941696
1	160	60708323805124328	60708323805125128
2	161	61075035114307656	61075035114308856
4	162	61441746423491336	61441746423492232
8	163	61808457732674856	61808457732675768
16	164	62175169041858376	62175169041859288
32	165	62541880351042016	62541880351042704
64	166	62908591660225352	62908591660226424
128	167	63275302969409000	63275302969409832
1	168	63642014278592352	63642014278593536
2	169	64008725587776096	64008725587776848
4	170	64375436896959584	64375436896960416
8	171	64742148206143072	64742148206143984
16	172	65108859515326680	65108859515327432
32	173	65475570824510104	65475570824511048
64	174	65842282133693712	65842282133694496
128	175	66208993442877136	66208993442878128
1	176	66575704752060624	66575704752061696
2	177	66942416061244320	66942416061245056
4	178	67309127370427728	67309127370428704
8	179	67675838679611056	67675838679612432
16	180	68042549988794680	68042549988795848
32	181	68409261297978472	68409261297979112
64	182	68775972607161816	68775972607162824
128	183	69142683916345360	69142683916346336
1	184	69509395225528776	69509395225529976
2	185	69876106534712568	69876106534713240
4	186	70242817843896000	70242817843896864
8	187	70609529153079440	70609529153080480
16	188	70976240462263192	70976240462263784
32	189	71342951771446448	71342951771447568
64	190	71709663080629984	71709663080631088
128	191	72076374389813488	72076374389814640
1	192	72443085698997056	72443085698998144
2	193	72809797008180576	72809797008181664
4	194	73176508317364112	73176508317365168
8	195	73543219626547760	73543219626548592
16	196	73909930935731088	73909930935732304
32	197	74276642244914672	74276642244915792
64	198	74643353554098288	74643353554099216
128	199	75010064863281920	75010064863282656
1	200	75376776172465328	75376776172466288
2	201	75743487481648912	75743487481649744
4	202	76110198790832368	76110198790833360
8	203	76476910100015792	76476910100016976
16	204	76843621409199296	76843621409200544
32	205	77210332718383040	77210332718383840
64	206	77577044027566560	77577044027567392
