Initial signature: 255	255
255	255	
data	Stamp	pre	post
1	0	1964453887729390	1964453887730083
2	1	2334826038181832	2334826038182821
4	2	2705198188634318	2705198188635516
8	3	3075570339087049	3075570339087964
16	4	3445942489539708	3445942489540485
32	5	3816314639992239	3816314639993134
64	6	4186686790444783	4186686790445771
128	7	4557058940897316	4557058940898418
1	8	4927431091350074	4927431091350840
2	9	5297803241802561	5297803241803533
4	10	5668175392255160	5668175392256114
8	11	6038547542707638	6038547542708816
16	12	6408919693160287	6408919693161347
32	13	6779291843613016	6779291843613798
64	14	7149663994065469	7149663994066525
128	15	7520036144518181	7520036144518993
1	16	7890408294970615	7890408294971739
2	17	8260780445423177	8260780445424357
4	18	8631152595875718	8631152595876996
8	19	9001524746328489	9001524746329405
16	20	9371896896780992	9371896896782080
32	21	9742269047233562	9742269047234694
64	22	10112641197686072	10112641197687360
128	23	10483013348138838	10483013348139778
1	24	10853385498591364	10853385498592428
2	25	11223757649044168	11223757649044808
4	26	11594129799496614	11594129799497538
8	27	11964501949949110	11964501949950226
16	28	12334874100401910	12334874100402602
32	29	12705246250854478	12705246250855218
64	30	13075618401307306	13075618401307566
128	31	13445990551759634	13445990551760422
1	32	13816362702212342	13816362702212890
2	33	14186734852664664	14186734852665752
4	34	14557107003117396	14557107003118196
8	35	14927479153569704	14927479153571072
16	36	15297851304022528	15297851304023424
32	37	15668223454475324	15668223454475812
64	38	16038595604927716	16038595604928596
128	39	16408967755380248	16408967755381248
1	40	16779339905832836	16779339905833836
2	41	17149712056285344	17149712056286512
4	42	17520084206738024	17520084206739008
8	43	17890456357190636	17890456357191580
16	44	18260828507643052	18260828507644340
32	45	18631200658095760	18631200658096816
64	46	19001572808548276	19001572808549476
128	47	19371944959001068	19371944959001868
1	48	19742317109453436	19742317109454676
2	49	20112689259906200	20112689259907096
4	50	20483061410358564	20483061410359908
8	51	20853433560811464	20853433560812192
16	52	21223805711263884	21223805711264948
32	53	21594177861716528	21594177861717488
64	54	21964550012169084	21964550012170108
128	55	22334922162621744	22334922162622632
1	56	22705294313074308	22705294313075244
2	57	23075666463526960	23075666463527776
4	58	23446038613979308	23446038613980604
8	59	23816410764432000	23816410764433096
16	60	24186782914884748	24186782914885524
32	61	24557155065337340	24557155065338116
64	62	24927527215790120	24927527215790512
128	63	25297899366242528	25297899366243288
1	64	25668271516695064	25668271516695928
2	65	26038643667147448	26038643667148728
4	66	26409015817600068	26409015817601284
8	67	26779387968052520	26779387968054016
16	68	27149760118505344	27149760118506368
32	69	27520132268957940	27520132268958956
64	70	27890504419410452	27890504419411620
128	71	28260876569863228	28260876569864028
1	72	28631248720315820	28631248720316612
2	73	29001620870768148	29001620870769468
4	74	29371993021220924	29371993021221868
8	75	29742365171673444	29742365171674532
16	76	30112737322126060	30112737322127092
32	77	30483109472578780	30483109472579556
64	78	30853481623031380	30853481623032132
128	79	31223853773483868	31223853773484828
1	80	31594225923936416	31594225923937456
2	81	31964598074388996	31964598074390060
4	82	32334970224841808	32334970224842424
8	83	32705342375294304	32705342375295112
16	84	33075714525746884	33075714525747708
32	85	33446086676199552	33446086676200224
64	86	33816458826651896	33816458826653056
128	87	34186830977104608	34186830977105528
1	88	34557203127557040	34557203127558272
2	89	34927575278009692	34927575278010804
4	90	35297947428462380	35297947428463292
8	91	35668319578914704	35668319578916152
16	92	36038691729367656	36038691729368376
32	93	36409063879820216	36409063879821000
64	94	36779436030272688	36779436030273712
128	95	37149808180725256	37149808180726312
1	96	37520180331177928	37520180331178824
2	97	37890552481630496	37890552481631440
4	98	38260924632083064	38260924632084056
8	99	38631296782535552	38631296782536736
16	100	39001668932988216	39001668932989256
32	101	39372041083440936	39372041083441720
64	102	39742413233893544	39742413233894296
128	103	40112785384345952	40112785384347056
1	104	40483157534798616	40483157534799576
2	105	40853529685251320	40853529685252056
4	106	41223901835703576	41223901835704984
8	107	41594273986156240	41594273986157488
16	108	41964646136609064	41964646136609848
32	109	42335018287061440	42335018287062656
64	110	42705390437514000	42705390437515280
128	111	43075762587966568	43075762587967880
1	112	43446134738419280	43446134738420352
2	113	43816506888871816	43816506888873000
4	114	44186879039324528	44186879039325472
8	115	44557251189777056	44557251189778112
16	116	44927623340229552	44927623340230800
32	117	45297995490682176	45297995490683360
64	118	45668367641134936	45668367641135784
