Initial signature: 255	255
255	255	
data	Stamp	pre	post
1	0	2050536201406826	2050536201408085
2	1	2421137356268930	2421137356269912
4	2	2791738511130879	2791738511131892
8	3	3162339665992934	3162339665993767
16	4	3532940820854759	3532940820855873
32	5	3903541975716653	3903541975717908
64	6	4274143130578810	4274143130579682
128	7	4644744285440768	4644744285441654
1	8	5015345440302607	5015345440303745
2	9	5385946595164585	5385946595165697
4	10	5756547750026490	5756547750027722
8	11	6127148904888517	6127148904889625
16	12	6497750059750462	6497750059751610
32	13	6868351214612438	6868351214613564
64	14	7238952369474307	7238952369475625
128	15	7609553524336444	7609553524337418
1	16	7980154679198397	7980154679199395
2	17	8350755834060445	8350755834061277
4	18	8721356988922398	8721356988923254
8	19	9091958143784360	9091958143785224
16	20	9462559298646244	9462559298647268
32	21	9833160453508266	9833160453509174
64	22	10203761608370128	10203761608371244
128	23	10574362763232236	10574362763233068
1	24	10944963918094066	10944963918095166
2	25	11315565072956040	11315565072957120
4	26	11686166227817944	11686166227819148
8	27	12056767382679964	12056767382681060
16	28	12427368537541820	12427368537543132
32	29	12797969692403912	12797969692404968
64	30	13168570847265974	13168570847266838
128	31	13539172002127800	13539172002128944
1	32	13909773156989864	13909773156990808
2	33	14280374311851690	14280374311852910
4	34	14650975466713846	14650975466714686
8	35	15021576621575686	15021576621576778
16	36	15392177776437692	15392177776438700
32	37	15762778931299604	15762778931300716
64	38	16133380086161620	16133380086162632
128	39	16503981241023552	16503981241024632
1	40	16874582395885374	16874582395886738
2	41	17245183550747520	17245183550748520
4	42	17615784705609358	17615784705610614
8	43	17986385860471434	17986385860472470
16	44	18356987015333376	18356987015334456
32	45	18727588170195384	18727588170196376
64	46	19098189325057388	19098189325058308
128	47	19468790479919636	19468790479919988
1	48	19839391634781388	19839391634782164
2	49	20209992789643164	20209992789644316
4	50	20580593944505320	20580593944506088
8	51	20951195099367360	20951195099367984
16	52	21321796254229140	21321796254230132
32	53	21692397409091104	21692397409092096
64	54	22062998563953232	22062998563953904
128	55	22433599718814956	22433599718816108
1	56	22804200873676932	22804200873678060
2	57	23174802028538912	23174802028540008
4	58	23545403183401016	23545403183401832
8	59	23916004338263032	23916004338263752
16	60	24286605493124828	24286605493125884
32	61	24657206647986784	24657206647987856
64	62	25027807802848812	25027807802849764
128	63	25398408957710876	25398408957711628
1	64	25769010112572664	25769010112573768
2	65	26139611267434728	26139611267435632
4	66	26510212422296664	26510212422297624
8	67	26880813577158868	26880813577159356
16	68	27251414732020732	27251414732021420
32	69	27622015886882540	27622015886883540
64	70	27992617041744680	27992617041745336
128	71	28363218196606484	28363218196607460
1	72	28733819351468604	28733819351469268
2	73	29104420506330288	29104420506331512
4	74	29475021661192352	29475021661193376
8	75	29845622816054220	29845622816055444
16	76	30216223970916324	30216223970917268
32	77	30586825125778224	30586825125779296
64	78	30957426280640136	30957426280641320
128	79	31328027435502304	31328027435503080
1	80	31698628590364080	31698628590365232
2	81	32069229745226268	32069229745226972
4	82	32439830900088132	32439830900089036
8	83	32810432054950172	32810432054950932
16	84	33181033209811984	33181033209813048
32	85	33551634364673964	33551634364674996
64	86	33922235519535900	33922235519536996
128	87	34292836674398088	34292836674398736
1	88	34663437829259740	34663437829261012
2	89	35034038984121764	35034038984122916
4	90	35404640138983832	35404640138984776
8	91	35775241293845864	35775241293846680
16	92	36145842448707632	36145842448708848
32	93	36516443603569704	36516443603570696
64	94	36887044758431680	36887044758432656
128	95	37257645913293560	37257645913294696
1	96	37628247068155792	37628247068156400
2	97	37998848223017424	37998848223018704
4	98	38369449377879472	38369449377880576
8	99	38740050532741544	38740050532742440
16	100	39110651687603432	39110651687604472
32	101	39481252842465496	39481252842466344
64	102	39851853997327288	39851853997328488
128	103	40222455152189496	40222455152190200
1	104	40593056307051344	40593056307052288
2	105	40963657461913192	40963657461914376
4	106	41334258616775248	41334258616776240
8	107	41704859771637160	41704859771638264
16	108	42075460926499064	42075460926500296
32	109	42446062081361120	42446062081362160
64	110	42816663236223128	42816663236224088
128	111	43187264391085160	43187264391085976
1	112	43557865545947144	43557865545947928
2	113	43928466700809016	43928466700809992
4	114	44299067855671000	44299067855671928
8	115	44669669010532816	44669669010534048
16	116	45040270165394944	45040270165395840
32	117	45410871320256992	45410871320257728
64	118	45781472475118808	45781472475119848
128	119	46152073629980680	46152073629981896
1	120	46522674784842800	46522674784843712
2	121	46893275939704816	46893275939705632
4	122	47263877094566640	47263877094567728
8	123	47634478249428648	47634478249429656
16	124	48005079404290576	48005079404291664
32	125	48375680559152640	48375680559153520
64	126	48746281714014560	48746281714015536
128	127	49116882868876512	49116882868877504
1	128	49487484023738376	49487484023739576
2	129	49858085178600408	49858085178601480
4	130	50228686333462440	50228686333463368
8	131	50599287488324504	50599287488325240
16	132	50969888643186368	50969888643187296
32	133	51340489798048320	51340489798049280
64	134	51711090952910392	51711090952911144
128	135	52081692107772192	52081692107773264
1	136	52452293262634176	52452293262635216
2	137	52822894417496296	52822894417497032
4	138	53193495572358224	53193495572359024
8	139	53564096727220096	53564096727221088
16	140	53934697882082032	53934697882083088
32	141	54305299036944096	54305299036944944
64	142	54675900191806024	54675900191806952
128	143	55046501346668080	55046501346668816
1	144	55417102501529976	55417102501530856
2	145	55787703656391752	55787703656393016
4	146	56158304811253880	56158304811254808
8	147	56528905966115696	56528905966116928
16	148	56899507120977856	56899507120978688
32	149	57270108275839776	57270108275840704
64	150	57640709430701904	57640709430702512
128	151	58011310585563592	58011310585564744
1	152	58381911740425520	58381911740426752
2	153	58752512895287600	58752512895288608
4	154	59123114050149464	59123114050150664
