Initial signature: 255	255
255	255	
data	Stamp	pre	post
1	0	1795773908689883	1795773908690950
2	1	2072985079260746	2072985079261555
4	2	2350196249831312	2350196249832457
8	3	2627407420402051	2627407420403187
16	4	2904618590972918	2904618590973787
32	5	3181829761543431	3181829761544742
64	6	3459040932114170	3459040932115471
128	7	3736252102685045	3736252102686064
1	8	4013463273255686	4013463273256891
2	9	4290674443826335	4290674443827710
4	10	4567885614397265	4567885614398249
8	11	4845096784968023	4845096784968959
16	12	5122307955538800	5122307955539650
32	13	5399519126109360	5399519126110558
64	14	5676730296680160	5676730296681226
128	15	5953941467250798	5953941467252056
1	16	6231152637821713	6231152637822609
2	17	6508363808392300	6508363808393490
4	18	6785574978963141	6785574978964117
8	19	7062786149534059	7062786149534667
16	20	7339997320104664	7339997320105530
32	21	7617208490675184	7617208490676478
64	22	7894419661246110	7894419661247020
128	23	8171630831816698	8171630831817900
1	24	8448842002387553	8448842002388513
2	25	8726053172958303	8726053172959231
4	26	9003264343529151	9003264343529851
8	27	9280475514099758	9280475514100714
16	28	9557686684670558	9557686684671378
32	29	9834897855241064	9834897855242344
64	30	10112109025811910	10112109025812962
128	31	10389320196382568	10389320196383776
1	32	10666531366953496	10666531366954312
2	33	10943742537524068	10943742537525212
4	34	11220953708094838	11220953708095906
8	35	11498164878665670	11498164878666546
16	36	11775376049236440	11775376049237240
32	37	12052587219807102	12052587219808050
64	38	12329798390377856	12329798390378760
128	39	12607009560948534	12607009560949554
1	40	12884220731519174	12884220731520378
2	41	13161431902090144	13161431902090880
4	42	13438643072660702	13438643072661786
8	43	13715854243231586	13715854243232374
16	44	13993065413802326	13993065413803098
32	45	14270276584373110	14270276584373786
64	46	14547487754943732	14547487754944628
128	47	14824698925514484	14824698925515348
1	48	15101910096085108	15101910096086188
2	49	15379121266655862	15379121266656906
4	50	15656332437226662	15656332437227570
8	51	15933543607797138	15933543607798566
16	52	16210754778368216	16210754778368952
32	53	16487965948938874	16487965948939766
64	54	16765177119509640	16765177119510464
128	55	17042388290080240	17042388290081336
1	56	17319599460651244	17319599460651796
2	57	17596810631221564	17596810631222948
4	58	17874021801792470	17874021801793506
8	59	18151232972363052	18151232972364396
16	60	18428444142934020	18428444142934892
32	61	18705655313504604	18705655313505780
64	62	18982866484075396	18982866484076452
128	63	19260077654646320	19260077654647000
1	64	19537288825216848	19537288825217936
2	65	19814499995787468	19814499995788788
4	66	20091711166358300	20091711166359420
8	67	20368922336929144	20368922336930048
16	68	20646133507499724	20646133507500932
32	69	20923344678070420	20923344678071708
64	70	21200555848641224	21200555848642368
128	71	21477767019211972	21477767019213092
1	72	21754978189782768	21754978189783760
2	73	22032189360353552	22032189360354448
4	74	22309400530924040	22309400530925424
8	75	22586611701494924	22586611701496012
16	76	22863822872065964	22863822872066436
32	77	23141034042636472	23141034042637400
64	78	23418245213207192	23418245213208144
128	79	23695456383777860	23695456383778948
1	80	23972667554348636	23972667554349636
2	81	24249878724919376	24249878724920368
