Initial signature: 255	255
255	255	
data	Stamp	pre	post
1	0	1877329092174962	1877329092175583
2	1	2171258802406248	2171258802407136
4	2	2465188512637633	2465188512638588
8	3	2759118222869139	2759118222869921
16	4	3053047933100444	3053047933101454
32	5	3346977643331899	3346977643332837
64	6	3640907353563331	3640907353564243
128	7	3934837063794791	3934837063795620
1	8	4228766774026224	4228766774027025
2	9	4522696484257354	4522696484258734
4	10	4816626194489116	4816626194489810
8	11	5110555904720344	5110555904721420
16	12	5404485614951884	5404485614952718
32	13	5698415325183344	5698415325184096
64	14	5992345035414757	5992345035415521
128	15	6286274745645946	6286274745647170
1	16	6580204455877470	6580204455878484
2	17	6874134166108708	6874134166110084
4	18	7168063876340298	7168063876341332
8	19	7461993586571792	7461993586572676
16	20	7755923296803237	7755923296804069
32	21	8049853007034489	8049853007035655
64	22	8343782717265978	8343782717267004
128	23	8637712427497306	8637712427498514
1	24	8931642137728930	8931642137729728
2	25	9225571847960232	9225571847961264
4	26	9519501558191752	9519501558192584
8	27	9813431268423124	9813431268424048
16	28	10107360978654402	10107360978655606
32	29	10401290688886114	10401290688886734
64	30	10695220399117244	10695220399118444
128	31	10989150109348690	10989150109349834
1	32	11283079819580216	11283079819581144
2	33	11577009529811572	11577009529812628
4	34	11870939240043076	11870939240043964
8	35	12164868950274390	12164868950275486
16	36	12458798660505810	12458798660506902
32	37	12752728370737302	12752728370738250
64	38	13046658080968588	13046658080969804
128	39	13340587791200140	13340587791201088
1	40	13634517501431392	13634517501432672
2	41	13928447211662904	13928447211664000
4	42	14222376921894340	14222376921895404
8	43	14516306632125836	14516306632126744
16	44	14810236342357128	14810236342358288
32	45	15104166052588674	15104166052589582
64	46	15398095762820066	15398095762821030
128	47	15692025473051588	15692025473052344
1	48	15985955183283044	15985955183283724
2	49	16279884893514392	16279884893515216
4	50	16573814603745712	16573814603746736
8	51	16867744313977186	16867744313978098
16	52	17161674024208448	17161674024209672
32	53	17455603734439898	17455603734441062
64	54	17749533444671572	17749533444672228
128	55	18043463154902788	18043463154903852
1	56	18337392865134324	18337392865135148
2	57	18631322575365864	18631322575366448
4	58	18925252285597088	18925252285598064
8	59	19219181995828608	19219181995829376
16	60	19513111706059912	19513111706060912
32	61	19807041416291316	19807041416292348
64	62	20100971126522628	20100971126523876
128	63	20394900836754176	20394900836755168
1	64	20688830546985716	20688830546986460
2	65	20982760257217032	20982760257217984
4	66	21276689967448348	21276689967449508
8	67	21570619677679796	21570619677680892
16	68	21864549387911212	21864549387912316
32	69	22158479098142748	22158479098143620
64	70	22452408808374248	22452408808374960
128	71	22746338518605408	22746338518606640
1	72	23040268228837080	23040268228837800
2	73	23334197939068596	23334197939069124
4	74	23628127649299836	23628127649300724
8	75	23922057359531168	23922057359532224
16	76	24215987069762532	24215987069763700
32	77	24509916779994164	24509916779994908
64	78	24803846490225364	24803846490226548
128	79	25097776200456936	25097776200457816
1	80	25391705910688228	25391705910689356
2	81	25685635620919676	25685635620920748
4	82	25979565331151128	25979565331152136
8	83	26273495041382552	26273495041383544
16	84	26567424751614064	26567424751614872
32	85	26861354461845368	26861354461846408
64	86	27155284172076872	27155284172077744
128	87	27449213882308092	27449213882309364
1	88	27743143592539468	27743143592540820
2	89	28037073302771020	28037073302772108
4	90	28331003013002624	28331003013003344
8	91	28624932723233876	28624932723234924
16	92	28918862433465112	28918862433466528
32	93	29212792143696696	29212792143697784
64	94	29506721853928124	29506721853929196
128	95	29800651564159376	29800651564160784
1	96	30094581274390884	30094581274392108
2	97	30388510984622368	30388510984623464
4	98	30682440694853988	30682440694854684
8	99	30976370405085156	30976370405086348
16	100	31270300115316636	31270300115317708
32	101	31564229825548104	31564229825549080
64	102	31858159535779612	31858159535780412
128	103	32152089246011068	32152089246011796
1	104	32446018956242268	32446018956243428
2	105	32739948666473820	32739948666474716
4	106	33033878376705140	33033878376706236
8	107	33327808086936684	33327808086937524
16	108	33621737797167980	33621737797169068
32	109	33915667507399436	33915667507400452
64	110	34209597217630860	34209597217631868
128	111	34503526927862292	34503526927863276
1	112	34797456638093840	34797456638094560
2	113	35091386348325104	35091386348326136
4	114	35385316058556536	35385316058557544
8	115	35679245768787908	35679245768789004
16	116	35973175479019316	35973175479020436
32	117	36267105189250936	36267105189251656
64	118	36561034899482304	36561034899483120
128	119	36854964609713600	36854964609714672
1	120	37148894319945248	37148894319945856
2	121	37442824030176504	37442824030177448
4	122	37736753740407912	37736753740408872
8	123	38030683450639328	38030683450640288
16	124	38324613160870784	38324613160871680
32	125	38618542871102264	38618542871103032
64	126	38912472581333672	38912472581334456
128	127	39206402291565064	39206402291565912
1	128	39500332001796152	39500332001797656
2	129	39794261712027792	39794261712028848
4	130	40088191422259304	40088191422260184
8	131	40382121132490640	40382121132491680
16	132	40676050842722136	40676050842723032
32	133	40969980552953528	40969980552954472
64	134	41263910263185016	41263910263185816
128	135	41557839973416360	41557839973417320
1	136	41851769683647720	41851769683648792
2	137	42145699393879168	42145699393880192
4	138	42439629104110592	42439629104111600
8	139	42733558814341984	42733558814343040
16	140	43027488524573312	43027488524574560
32	141	43321418234804992	43321418234805712
64	142	43615347945036296	43615347945037240
128	143	43909277655267656	43909277655268728
1	144	44203207365499080	44203207365500136
2	145	44497137075730520	44497137075731528
4	146	44791066785961864	44791066785963032
8	147	45084996496193512	45084996496194216
16	148	45378926206424840	45378926206425736
32	149	45672855916656272	45672855916657136
64	150	45966785626887552	45966785626888688
128	151	46260715337119024	46260715337120064
1	152	46554645047350592	46554645047351328
2	153	46848574757581816	46848574757582952
4	154	47142504467813496	47142504467814104
8	155	47436434178044808	47436434178045624
16	156	47730363888276176	47730363888277104
32	157	48024293598507560	48024293598508552
64	158	48318223308739032	48318223308739912
128	159	48612153018970488	48612153018971304
1	160	48906082729201872	48906082729202752
2	161	49200012439433232	49200012439434224
4	162	49493942149664672	49493942149665632
8	163	49787871859896104	49787871859897032
16	164	50081801570127544	50081801570128440
32	165	50375731280358848	50375731280359968
64	166	50669660990590544	50669660990591104
128	167	50963590700821912	50963590700822584
1	168	51257520411053104	51257520411054224
2	169	51551450121284568	51551450121285608
4	170	51845379831515952	51845379831517056
8	171	52139309541747464	52139309541748376
16	172	52433239251978848	52433239251979840
