Initial signature: 255	255
255	255	
data	Stamp	pre	post
1	0	1752598134338166	1752598134339413
2	1	2047648320371803	2047648320372640
4	2	2342698506405107	2342698506406201
8	3	2637748692438610	2637748692439561
16	4	2932798878472073	2932798878472962
32	5	3227849064505375	3227849064506524
64	6	3522899250538805	3522899250539959
128	7	3817949436572273	3817949436573355
1	8	4112999622605709	4112999622606782
2	9	4408049808639278	4408049808640077
4	10	4703099994672708	4703099994673512
8	11	4998150180705951	4998150180707133
16	12	5293200366739380	5293200366740568
32	13	5588250552772807	5588250552774005
64	14	5883300738806180	5883300738807496
128	15	6178350924839956	6178350924840584
1	16	6473401110873217	6473401110874187
2	17	6768451296906616	6768451296907652
4	18	7063501482940024	7063501482941108
8	19	7358551668973626	7358551668974370
16	20	7653601855007036	7653601855007824
32	21	7948652041040380	7948652041041344
64	22	8243702227073734	8243702227074854
128	23	8538752413107108	8538752413108344
1	24	8833802599140547	8833802599141769
2	25	9128852785174076	9128852785175104
4	26	9423902971207644	9423902971208400
8	27	9718953157240848	9718953157242060
16	28	10014003343274534	10014003343275238
32	29	10309053529307728	10309053529308908
64	30	10604103715341346	10604103715342154
128	31	10899153901374744	10899153901375620
1	32	11194204087408032	11194204087409196
2	33	11489254273441748	11489254273442344
4	34	11784304459474894	11784304459476062
8	35	12079354645508478	12079354645509342
16	36	12374404831541840	12374404831542844
32	37	12669455017575498	12669455017576050
64	38	12964505203608698	12964505203609714
128	39	13259555389642050	13259555389643226
1	40	13554605575675518	13554605575676622
2	41	13849655761709032	13849655761709972
4	42	14144705947742304	14144705947743564
8	43	14439756133775902	14439756133776830
16	44	14734806319809150	14734806319810446
32	45	15029856505842738	15029856505843722
64	46	15324906691876056	15324906691877268
128	47	15619956877909558	15619956877910630
1	48	15915007063942942	15915007063944110
2	49	16210057249976386	16210057249977530
4	50	16505107436009948	16505107436010832
8	51	16800157622043386	16800157622044258
16	52	17095207808076786	17095207808077722
32	53	17390257994110336	17390257994111036
64	54	17685308180143540	17685308180144696
128	55	17980358366177128	17980358366177972
1	56	18275408552210564	18275408552211404
2	57	18570458738243872	18570458738244960
4	58	18865508924277540	18865508924278156
8	59	19160559110310656	19160559110311904
16	60	19455609296344300	19455609296345124
32	61	19750659482377624	19750659482378664
64	62	20045709668411004	20045709668412148
128	63	20340759854444572	20340759854445444
1	64	20635810040477972	20635810040478908
2	65	20930860226511372	20930860226512372
4	66	21225910412544820	21225910412545788
8	67	21520960598578216	21520960598579256
16	68	21816010784611508	21816010784612828
32	69	22111060970645160	22111060970646040
64	70	22406111156678416	22406111156679648
128	71	22701161342712012	22701161342712916
1	72	22996211528745428	22996211528746364
2	73	23291261714778836	23291261714779820
4	74	23586311900812248	23586311900813272
8	75	23881362086845684	23881362086846700
16	76	24176412272879044	24176412272880204
32	77	24471462458912472	24471462458913640
64	78	24766512644945764	24766512644947212
128	79	25061562830979420	25061562830980420
1	80	25356613017012836	25356613017013868
2	81	25651663203046312	25651663203047256
4	82	25946713389079764	25946713389080668
8	83	26241763575113208	26241763575114088
16	84	26536813761146452	26536813761147708
32	85	26831863947179960	26831863947181064
64	86	27126914133213616	27126914133214272
128	87	27421964319246948	27421964319247804
1	88	27717014505280300	27717014505281316
2	89	28012064691313548	28012064691314932
4	90	28307114877347328	28307114877348016
8	91	28602165063380644	28602165063381564
16	92	28897215249414240	28897215249414832
32	93	29192265435447340	29192265435448596
64	94	29487315621480892	29487315621481908
128	95	29782365807514284	29782365807515380
1	96	30077415993547800	30077415993548728
2	97	30372466179581132	30372466179582260
4	98	30667516365614748	30667516365615508
8	99	30962566551648120	30962566551649000
16	100	31257616737681352	31257616737682632
32	101	31552666923714676	31552666923716172
64	102	31847717109748256	31847717109749456
128	103	32142767295781792	32142767295782784
1	104	32437817481815204	32437817481816236
2	105	32732867667848588	32732867667849716
4	106	33027917853881980	33027917853883188
8	107	33322968039915636	33322968039916396
16	108	33618018225948828	33618018225950068
32	109	33913068411982372	33913068411983388
64	110	34208118598015760	34208118598016864
128	111	34503168784049248	34503168784050240
1	112	34798218970082712	34798218970083640
2	113	35093269156116152	35093269156117064
4	114	35388319342149436	35388319342150644
8	115	35683369528182960	35683369528183984
16	116	35978419714216424	35978419714217384
32	117	36273469900249864	36273469900250808
64	118	36568520086283312	36568520086284224
128	119	36863570272316552	36863570272317848
1	120	37158620458350000	37158620458351264
2	121	37453670644383536	37453670644384592
4	122	37748720830416928	37748720830418064
8	123	38043771016450456	38043771016451400
16	124	38338821202483984	38338821202484736
32	125	38633871388517368	38633871388518216
64	126	38928921574550664	38928921574551784
128	127	39223971760583904	39223971760585408
1	128	39519021946617600	39519021946618576
2	129	39814072132651112	39814072132651928
4	130	40109122318684328	40109122318685576
8	131	40404172504717912	40404172504718856
16	132	40699222690751088	40699222690752544
32	133	40994272876784672	40994272876785824
64	134	41289323062818216	41289323062819144
128	135	41584373248851736	41584373248852488
1	136	41879423434885232	41879423434885856
2	137	42174473620918272	42174473620919680
4	138	42469523806951864	42469523806952952
8	139	42764573992985376	42764573992986304
16	140	43059624179018656	43059624179019888
32	141	43354674365052320	43354674365053088
64	142	43649724551085800	43649724551086472
128	143	43944774737119112	43944774737120024
1	144	44239824923152576	44239824923153424
2	145	44534875109186040	44534875109186824
4	146	44829925295219408	44829925295220320
8	147	45124975481252624	45124975481253968
16	148	45420025667286088	45420025667287368
32	149	45715075853319760	45715075853320560
64	150	46010126039353152	46010126039354032
128	151	46305176225386416	46305176225387632
1	152	46600226411420088	46600226411420824
2	153	46895276597453344	46895276597454432
4	154	47190326783487000	47190326783487640
8	155	47485376969520360	47485376969521144
16	156	47780427155553600	47780427155554768
32	157	48075477341587096	48075477341588136
64	158	48370527527620480	48370527527621616
128	159	48665577713654096	48665577713654864
1	160	48960627899687312	48960627899688512
2	161	49255678085720856	49255678085721832
4	162	49550728271754480	49550728271755072
8	163	49845778457787520	49845778457788896
16	164	50140828643821176	50140828643822104
32	165	50435878829854464	50435878829855680
64	166	50730929015888056	50730929015888952
128	167	51025979201921480	51025979201922392
1	168	51321029387954984	51321029387955752
2	169	51616079573988440	51616079573989160
4	170	51911129760021768	51911129760022696
8	171	52206179946054992	52206179946056336
16	172	52501230132088616	52501230132089576
32	173	52796280318122120	52796280318122936
64	174	53091330504155424	53091330504156496
128	175	53386380690188832	53386380690189952
1	176	53681430876222344	53681430876223304
2	177	53976481062255792	53976481062256720
4	178	54271531248289280	54271531248290096
8	179	54566581434322432	54566581434323808
16	180	54861631620356136	54861631620356968
32	181	55156681806389664	55156681806390304
64	182	55451731992422944	55451731992423888
128	183	55746782178456112	55746782178457584
1	184	56041832364489664	56041832364490896
2	185	56336882550523104	56336882550524320
4	186	56631932736556640	56631932736557648
8	187	56926982922590040	56926982922591112
16	188	57222033108623472	57222033108624544
32	189	57517083294656800	57517083294658080
64	190	57812133480690424	57812133480691320
128	191	58107183666723800	58107183666724808
1	192	58402233852757328	58402233852758144
2	193	58697284038790440	58697284038791896
4	194	58992334224824024	58992334224825176
8	195	59287384410857472	59287384410858592
16	196	59582434596891096	59582434596891832
32	197	59877484782924464	59877484782925328
64	198	60172534968957664	60172534968958992
128	199	60467585154991264	60467585154992256
1	200	60762635341024616	60762635341025768
2	201	61057685527058072	61057685527059176
4	202	61352735713091624	61352735713092488
8	203	61647785899124952	61647785899126024
16	204	61942836085158400	61942836085159440
32	205	62237886271192000	62237886271192704
64	206	62532936457225208	62532936457226360
128	207	62827986643258680	62827986643259752
1	208	63123036829292064	63123036829293232
2	209	63418087015325560	63418087015326600
4	210	63713137201359032	63713137201359992
8	211	64008187387392304	64008187387393584
16	212	64303237573425768	64303237573426984
32	213	64598287759459400	64598287759460216
64	214	64893337945492848	64893337945493632
128	215	65188388131526128	65188388131527216
1	216	65483438317559584	65483438317560624
2	217	65778488503593064	65778488503594008
4	218	66073538689626504	66073538689627432
8	219	66368588875659824	66368588875660976
16	220	66663639061693320	66663639061694344
32	221	66958689247726696	66958689247727832
64	222	67253739433760064	67253739433761328
128	223	67548789619793512	67548789619794744
1	224	67843839805827064	67843839805828056
2	225	68138889991860688	68138889991861296
4	226	68433940177894112	68433940177894736
8	227	68728990363927328	68728990363928384
16	228	69024040549960880	69024040549961696
32	229	69319090735994208	69319090735995232
64	230	69614140922027616	69614140922028688
128	231	69909191108061216	69909191108061952
1	232	70204241294094496	70204241294095536
2	233	70499291480128080	70499291480128816
4	234	70794341666161328	70794341666162432
8	235	71089391852194920	71089391852195704
16	236	71384442038228112	71384442038229376
32	237	71679492224261536	71679492224262816
64	238	71974542410294944	71974542410296272
128	239	72269592596328640	72269592596329440
1	240	72564642782361936	72564642782362992
2	241	72859692968395296	72859692968396512
4	242	73154743154429008	73154743154429648
8	243	73449793340462144	73449793340463392
16	244	73744843526495760	73744843526496624
32	245	74039893712529200	74039893712530064
64	246	74334943898562496	74334943898563616
128	247	74629994084596016	74629994084596976
1	248	74925044270629328	74925044270630512
2	249	75220094456662880	75220094456663840
4	250	75515144642696192	75515144642697376
8	251	75810194828729840	75810194828730608
16	252	76105245014763312	76105245014763984
32	253	76400295200796640	76400295200797536
64	254	76695345386829968	76695345386831056
128	255	76990395572863344	76990395572864560
1	256	77285445758896944	77285445758897808
2	257	77580495944930304	77580495944931328
4	258	77875546130963680	77875546130964800
8	259	78170596316997104	78170596316998256
16	260	78465646503030640	78465646503031568
32	261	78760696689064112	78760696689064976
64	262	79055746875097440	79055746875098496
128	263	79350797061130816	79350797061132000
1	264	79645847247164192	79645847247165472
2	265	79940897433197696	79940897433198848
4	266	80235947619231184	80235947619232208
8	267	80530997805264784	80530997805265488
16	268	80826047991297968	80826047991299152
32	269	81121098177331536	81121098177332464
64	270	81416148363364960	81416148363365888
128	271	81711198549398400	81711198549399328
1	272	82006248735431808	82006248735432768
2	273	82301298921465312	82301298921466144
4	274	82596349107498624	82596349107499680
8	275	82891399293532112	82891399293533072
16	276	83186449479565536	83186449479566496
32	277	83481499665598816	83481499665600096
64	278	83776549851632432	83776549851633328
128	279	84071600037665904	84071600037666736
1	280	84366650223699216	84366650223700272
2	281	84661700409732704	84661700409733664
4	282	84956750595766144	84956750595767072
8	283	85251800781799344	85251800781800752
16	284	85546850967832960	85546850967833984
32	285	85841901153866480	85841901153867344
64	286	86136951339899712	86136951339900960
128	287	86432001525933328	86432001525934224
1	288	86727051711966592	86727051711967808
2	289	87022101898000064	87022101898001216
4	290	87317152084033712	87317152084034416
8	291	87612202270067296	87612202270067712
16	292	87907252456100352	87907252456101504
32	293	88202302642133776	88202302642134960
64	294	88497352828167200	88497352828168384
128	295	88792403014200736	88792403014201728
1	296	89087453200234048	89087453200235264
2	297	89382503386267488	89382503386268704
4	298	89677553572301088	89677553572301952
8	299	89972603758334432	89972603758335488
16	300	90267653944367968	90267653944368800
32	301	90562704130401360	90562704130402288
64	302	90857754316434800	90857754316435696
128	303	91152804502468192	91152804502469184
1	304	91447854688501408	91447854688502816
2	305	91742904874534944	91742904874536160
4	306	92037955060568464	92037955060569488
8	307	92333005246601888	92333005246602944
16	308	92628055432635280	92628055432636400
32	309	92923105618668928	92923105618669632
64	310	93218155804702144	93218155804703264
128	311	93513205990735664	93513205990736624
1	312	93808256176769104	93808256176770032
2	313	94103306362802592	94103306362803424
4	314	94398356548835904	94398356548836960
8	315	94693406734869248	94693406734870496
16	316	94988456920902784	94988456920903808
32	317	95283507106936160	95283507106937312
64	318	95578557292969648	95578557292970672
128	319	95873607479003184	95873607479004016
1	320	96168657665036544	96168657665037504
2	321	96463707851070208	96463707851070720
4	322	96758758037103280	96758758037104496
8	323	97053808223136912	97053808223137744
16	324	97348858409170224	97348858409171280
32	325	97643908595203680	97643908595204704
64	326	97938958781236992	97938958781238240
128	327	98234008967270560	98234008967271552
1	328	98529059153303840	98529059153305120
2	329	98824109339337248	98824109339338592
4	330	99119159525370832	99119159525371856
8	331	99414209711404144	99414209711405424
16	332	99709259897437664	99709259897438752
32	333	100004310083471216	100004310083472080
64	334	100299360269504608	100299360269505536
128	335	100594410455537968	100594410455539056
1	336	100889460641571344	100889460641572528
2	337	101184510827604784	101184510827605968
4	338	101479561013638432	101479561013639168
8	339	101774611199671792	101774611199672688
16	340	102069661385705024	102069661385706304
32	341	102364711571738688	102364711571739520
64	342	102659761757772048	102659761757773008
128	343	102954811943805536	102954811943806400
1	344	103249862129838816	103249862129839968
2	345	103544912315872432	103544912315873232
4	346	103839962501905696	103839962501906816
