Initial signature: 255	255
255	255	
data	Stamp	pre	post
1	0	1979855978033959	1979855978035084
2	1	2345683031379353	2345683031380127
4	2	2711510084724427	2711510084725488
8	3	3077337138069820	3077337138070532
16	4	3443164191415063	3443164191415724
32	5	3808991244760104	3808991244761120
64	6	4174818298105371	4174818298106288
128	7	4540645351450520	4540645351451576
1	8	4906472404795998	4906472404796534
2	9	5272299458140845	5272299458142123
4	10	5638126511486160	5638126511487244
8	11	6003953564831256	6003953564832584
16	12	6369780618176852	6369780618177424
32	13	6735607671521742	6735607671522970
64	14	7101434724867041	7101434724868107
128	15	7467261778212347	7467261778213237
1	16	7833088831557596	7833088831558424
2	17	8198915884902790	8198915884903666
4	18	8564742938248065	8564742938248827
8	19	8930569991593099	8930569991594229
16	20	9296397044938336	9296397044939428
32	21	9662224098283530	9662224098284670
64	22	10028051151628930	10028051151629706
128	23	10393878204973862	10393878204975210
1	24	10759705258319310	10759705258320198
2	25	11125532311664366	11125532311665578
4	26	11491359365009648	11491359365010732
8	27	11857186418354982	11857186418355834
16	28	12223013471700114	12223013471701138
32	29	12588840525045332	12588840525046356
64	30	12954667578390492	12954667578391632
128	31	13320494631735624	13320494631736936
1	32	13686321685080810	13686321685082186
2	33	14052148738426224	14052148738427208
4	34	14417975791771368	14417975791772500
8	35	14783802845116508	14783802845117796
16	36	15149629898461960	15149629898462780
32	37	15515456951807030	15515456951808146
64	38	15881284005152108	15881284005153504
128	39	16247111058497448	16247111058498600
1	40	16612938111842990	16612938111843494
2	41	16978765165188008	16978765165188912
4	42	17344592218533160	17344592218534196
8	43	17710419271878296	17710419271879496
16	44	18076246325223636	18076246325224588
32	45	18442073378568992	18442073378569672
64	46	18807900431914124	18807900431914980
128	47	19173727485259144	19173727485260392
1	48	19539554538604444	19539554538605524
2	49	19905381591949904	19905381591950504
4	50	20271208645294884	20271208645295964
8	51	20637035698640168	20637035698641112
16	52	21002862751985288	21002862751986424
32	53	21368689805330460	21368689805331692
64	54	21734516858675724	21734516858676868
128	55	22100343912021064	22100343912021960
1	56	22466170965366356	22466170965367100
2	57	22831998018711324	22831998018712572
4	58	23197825072056732	23197825072057604
8	59	23563652125401964	23563652125402804
16	60	23929479178747020	23929479178748180
32	61	24295306232092356	24295306232093284
64	62	24661133285437776	24661133285438304
128	63	25026960338782688	25026960338783824
1	64	25392787392127820	25392787392129124
2	65	25758614445473228	25758614445474156
4	66	26124441498818432	26124441498819392
8	67	26490268552163640	26490268552164616
16	68	26856095605508900	26856095605509788
32	69	27221922658854008	27221922658855120
64	70	27587749712199196	27587749712200372
128	71	27953576765544532	27953576765545468
1	72	28319403818889816	28319403818890616
2	73	28685230872234904	28685230872235968
4	74	29051057925580064	29051057925581248
8	75	29416884978925376	29416884978926368
16	76	29782712032270684	29782712032271492
32	77	30148539085615824	30148539085616792
64	78	30514366138961064	30514366138961992
128	79	30880193192306484	30880193192307004
1	80	31246020245651420	31246020245652500
2	81	31611847298996596	31611847298997764
4	82	31977674352342016	31977674352342784
8	83	32343501405687016	32343501405688216
16	84	32709328459032376	32709328459033288
32	85	33075155512377640	33075155512378464
64	86	33440982565722844	33440982565723700
128	87	33806809619068068	33806809619068908
1	88	34172636672413296	34172636672414112
2	89	34538463725758260	34538463725759588
4	90	34904290779103648	34904290779104640
8	91	35270117832448776	35270117832449944
16	92	35635944885794152	35635944885795000
32	93	36001771939139288	36001771939140304
64	94	36367598992484568	36367598992485464
128	95	36733426045829704	36733426045830760
1	96	37099253099175096	37099253099175800
2	97	37465080152520048	37465080152521296
4	98	37830907205865464	37830907205866312
8	99	38196734259210672	38196734259211536
16	100	38562561312555672	38562561312556968
32	101	38928388365900976	38928388365902096
64	102	39294215419246376	39294215419247144
128	103	39660042472591712	39660042472592240
1	104	40025869525936624	40025869525937760
2	105	40391696579281792	40391696579283040
4	106	40757523632627168	40757523632628096
8	107	41123350685972224	41123350685973472
16	108	41489177739317632	41489177739318496
32	109	41855004792662704	41855004792663856
64	110	42220831846008168	42220831846008840
128	111	42586658899353200	42586658899354240
1	112	42952485952698560	42952485952699312
2	113	43318313006043720	43318313006044600
4	114	43684140059388776	43684140059389976
8	115	44049967112734056	44049967112735128
16	116	44415794166079256	44415794166080360
32	117	44781621219424472	44781621219425576
64	118	45147448272769616	45147448272770880
128	119	45513275326115040	45513275326115888
1	120	45879102379460264	45879102379461096
2	121	46244929432805384	46244929432806424
4	122	46610756486150584	46610756486151656
8	123	46976583539495920	46976583539496752
16	124	47342410592841016	47342410592842088
32	125	47708237646186296	47708237646187240
64	126	48074064699531464	48074064699532520
128	127	48439891752876784	48439891752877632
1	128	48805718806221816	48805718806223032
2	129	49171545859567056	49171545859568240
4	130	49537372912912208	49537372912913520
8	131	49903199966257536	49903199966258624
16	132	50269027019602712	50269027019603880
32	133	50634854072947928	50634854072949096
64	134	51000681126293064	51000681126294408
128	135	51366508179638456	51366508179639448
1	136	51732335232983648	51732335232984688
2	137	52098162286328832	52098162286329952
4	138	52463989339674120	52463989339675096
8	139	52829816393019344	52829816393020304
16	140	53195643446364600	53195643446365480
32	141	53561470499709824	53561470499710688
64	142	53927297553054816	53927297553056144
128	143	54293124606400128	54293124606401264
1	144	54658951659745288	54658951659746536
2	145	55024778713090632	55024778713091640
4	146	55390605766436072	55390605766436632
8	147	55756432819781120	55756432819782016
16	148	56122259873126432	56122259873127136
32	149	56488086926471648	56488086926472352
64	150	56853913979816784	56853913979817664
128	151	57219741033162096	57219741033162784
1	152	57585568086507296	57585568086508016
2	153	57951395139852496	57951395139853264
4	154	58317222193197464	58317222193198728
8	155	58683049246542616	58683049246544008
16	156	59048876299888016	59048876299889040
32	157	59414703353233120	59414703353234368
64	158	59780530406578464	59780530406579472
128	159	60146357459923872	60146357459924496
1	160	60512184513268640	60512184513270160
2	161	60878011566614328	60878011566614920
4	162	61243838619959376	61243838619960304
8	163	61609665673304568	61609665673305544
16	164	61975492726649688	61975492726650856
32	165	62341319779995096	62341319779995880
64	166	62707146833340224	62707146833341200
128	167	63072973886685480	63072973886686376
1	168	63438800940030600	63438800940031688
2	169	63804627993375752	63804627993376984
4	170	64170455046721008	64170455046722160
8	171	64536282100066216	64536282100067384
16	172	64902109153411512	64902109153412520
32	173	65267936206756816	65267936206757648
64	174	65633763260101824	65633763260103088
128	175	65999590313447152	65999590313448192
1	176	66365417366792472	66365417366793304
2	177	66731244420137816	66731244420138408
4	178	67097071473482784	67097071473483872
8	179	67462898526828032	67462898526829056
16	180	67828725580173104	67828725580174416
32	181	68194552633518416	68194552633519536
64	182	68560379686863544	68560379686864856
128	183	68926206740208800	68926206740210032
1	184	69292033793554112	69292033793555152
2	185	69657860846899448	69657860846900264
4	186	70023687900244528	70023687900245616
8	187	70389514953589784	70389514953590792
16	188	70755342006935152	70755342006935856
32	189	71121169060280184	71121169060281256
64	190	71486996113625400	71486996113626488
128	191	71852823166970632	71852823166971688
1	192	72218650220315888	72218650220316880
2	193	72584477273660928	72584477273662272
4	194	72950304327006304	72950304327007328
8	195	73316131380351488	73316131380352576
16	196	73681958433696736	73681958433697760
32	197	74047785487042016	74047785487042912
64	198	74413612540387152	74413612540388208
128	199	74779439593732400	74779439593733392
1	200	75145266647077584	75145266647078672
2	201	75511093700422800	75511093700423888
4	202	75876920753768096	75876920753769024
8	203	76242747807113136	76242747807114416
16	204	76608574860458512	76608574860459472
32	205	76974401913803728	76974401913804688
64	206	77340228967148816	77340228967150032
128	207	77706056020494112	77706056020495200
1	208	78071883073839312	78071883073840432
2	209	78437710127184688	78437710127185488
4	210	78803537180529904	78803537180530704
8	211	79169364233874960	79169364233876080
16	212	79535191287220128	79535191287221344
32	213	79901018340565584	79901018340566320
64	214	80266845393910560	80266845393911776
128	215	80632672447256096	80632672447256672
1	216	80998499500601040	80998499500602192
2	217	81364326553946496	81364326553947168
4	218	81730153607291472	81730153607292624
8	219	82095980660636832	82095980660637696
16	220	82461807713981856	82461807713983104
32	221	82827634767327024	82827634767328368
64	222	83193461820672512	83193461820673312
128	223	83559288874017488	83559288874018800
1	224	83925115927362976	83925115927363744
