Initial signature: 255	255
255	255	
data	Stamp	pre	post
1	0	1689004427220431	1689004427221435
2	1	1956760361238960	1956760361239600
4	2	2224516295257136	2224516295258117
8	3	2492272229275500	2492272229276448
16	4	2760028163293953	2760028163294688
32	5	3027784097312057	3027784097313278
64	6	3295540031330541	3295540031331488
128	7	3563295965348795	3563295965349929
1	8	3831051899367405	3831051899368013
2	9	4098807833385654	4098807833386458
4	10	4366563767403836	4366563767404970
8	11	4634319701422356	4634319701423144
16	12	4902075635440587	4902075635441607
32	13	5169831569459050	5169831569459838
64	14	5437587503477537	5437587503478045
128	15	5705343437495515	5705343437496761
1	16	5973099371513985	5973099371514985
2	17	6240855305532347	6240855305533317
4	18	6508611239550635	6508611239551723
8	19	6776367173568965	6776367173570087
16	20	7044123107587462	7044123107588284
32	21	7311879041605824	7311879041606616
64	22	7579634975624134	7579634975625000
128	23	7847390909642360	7847390909643468
1	24	8115146843660860	8115146843661662
2	25	8382902777679091	8382902777680125
4	26	8650658711697619	8650658711698291
8	27	8918414645715715	8918414645716889
16	28	9186170579734184	9186170579735112
32	29	9453926513752418	9453926513753574
64	30	9721682447770822	9721682447771866
128	31	9989438381789188	9989438381790192
1	32	10257194315807622	10257194315808450
2	33	10524950249825834	10524950249826934
4	34	10792706183844138	10792706183845326
8	35	11060462117862570	11060462117863586
16	36	11328218051880972	11328218051881876
32	37	11595973985899050	11595973985900494
64	38	11863729919917782	11863729919918458
128	39	12131485853936004	12131485853936928
1	40	12399241787954400	12399241787955224
2	41	12666997721972568	12666997721973752
4	42	12934753655991070	12934753655991946
8	43	13202509590009370	13202509590010338
16	44	13470265524027772	13470265524028628
32	45	13738021458045940	13738021458047156
64	46	14005777392064420	14005777392065372
128	47	14273533326082704	14273533326083780
1	48	14541289260101136	14541289260102040
2	49	14809045194119472	14809045194120400
4	50	15076801128137780	15076801128138788
8	51	15344557062156046	15344557062157214
16	52	15612312996174598	15612312996175354
32	53	15880068930192838	15880068930193810
64	54	16147824864211148	16147824864212196
128	55	16415580798229542	16415580798230494
1	56	16683336732247818	16683336732248910
2	57	16951092666266200	16951092666267224
4	58	17218848600284532	17218848600285588
8	59	17486604534302934	17486604534303878
16	60	17754360468321382	17754360468322122
32	61	18022116402339548	18022116402340652
64	62	18289872336357996	18289872336358900
128	63	18557628270376192	18557628270377392
1	64	18825384204394640	18825384204395640
2	65	19093140138412888	19093140138414088
4	66	19360896072431484	19360896072432188
8	67	19628652006449592	19628652006450776
16	68	19896407940468080	19896407940468976
32	69	20164163874486272	20164163874487480
64	70	20431919808504764	20431919808505684
128	71	20699675742522872	20699675742524264
1	72	20967431676541488	20967431676542344
2	73	21235187610559672	21235187610560856
4	74	21502943544578256	21502943544578968
8	75	21770699478596380	21770699478597540
16	76	22038455412614636	22038455412615972
32	77	22306211346633196	22306211346634108
64	78	22573967280651484	22573967280652516
128	79	22841723214670024	22841723214670664
1	80	23109479148688144	23109479148689240
2	81	23377235082706544	23377235082707536
4	82	23644991016724768	23644991016726008
8	83	23912746950743240	23912746950744232
16	84	24180502884761668	24180502884762492
32	85	24448258818780044	24448258818780812
64	86	24716014752798352	24716014752799200
128	87	24983770686816704	24983770686817536
1	88	25251526620834868	25251526620836068
2	89	25519282554853300	25519282554854332
4	90	25787038488871612	25787038488872716
8	91	26054794422889924	26054794422891100
16	92	26322550356908368	26322550356909344
32	93	26590306290926680	26590306290927728
64	94	26858062224944956	26858062224946148
128	95	27125818158963336	27125818158964456
1	96	27393574092981760	27393574092982728
2	97	27661330027000096	27661330027001088
4	98	27929085961018468	27929085961019412
8	99	28196841895036972	28196841895037604
16	100	28464597829055192	28464597829056072
32	101	28732353763073356	28732353763074604
64	102	29000109697091892	29000109697092764
128	103	29267865631110092	29267865631111252
1	104	29535621565128484	29535621565129556
2	105	29803377499146960	29803377499147776
4	106	30071133433165268	30071133433166164
8	107	30338889367183496	30338889367184632
16	108	30606645301201992	30606645301202824
32	109	30874401235220268	30874401235221244
64	110	31142157169238676	31142157169239532
128	111	31409913103256696	31409913103258200
1	112	31677669037275296	31677669037276296
2	113	31945424971293640	31945424971294648
4	114	32213180905311900	32213180905313084
8	115	32480936839330468	32480936839331212
16	116	32748692773348724	32748692773349644
32	117	33016448707367172	33016448707367892
64	118	33284204641385428	33284204641386332
128	119	33551960575403740	33551960575404708
1	120	33819716509421972	33819716509423172
2	121	34087472443440336	34087472443441504
4	122	34355228377458808	34355228377459728
8	123	34622984311477120	34622984311478112
16	124	34890740245495436	34890740245496484
32	125	35158496179513872	35158496179514744
64	126	35426252113532080	35426252113533232
128	127	35694008047550680	35694008047551320
1	128	35961763981568852	35961763981569844
2	129	36229519915587080	36229519915588312
4	130	36497275849605608	36497275849606472
8	131	36765031783623872	36765031783624912
16	132	37032787717642120	37032787717643352
32	133	37300543651660648	37300543651661528
64	134	37568299585678960	37568299585679904
128	135	37836055519697416	37836055519698136
1	136	38103811453715632	38103811453716624
2	137	38371567387733800	38371567387735144
4	138	38639323321752416	38639323321753216
8	139	38907079255770664	38907079255771672
16	140	39174835189789024	39174835189790000
32	141	39442591123807392	39442591123808320
64	142	39710347057825704	39710347057826712
128	143	39978102991844032	39978102991845072
1	144	40245858925862272	40245858925863536
2	145	40513614859880864	40513614859881632
4	146	40781370793899104	40781370793900080
8	147	41049126727917456	41049126727918432
16	148	41316882661935816	41316882661936760
32	149	41584638595954152	41584638595955128
64	150	41852394529972488	41852394529973480
128	151	42120150463990920	42120150463991736
1	152	42387906398009176	42387906398010184
2	153	42655662332027672	42655662332028376
4	154	42923418266046024	42923418266046712
8	155	43191174200064280	43191174200065160
16	156	43458930134082568	43458930134083560
32	157	43726686068101008	43726686068101808
64	158	43994442002119224	43994442002120296
128	159	44262197936137528	44262197936138680
1	160	44529953870155928	44529953870156984
2	161	44797709804174312	44797709804175288
4	162	45065465738192712	45065465738193576
8	163	45333221672210928	45333221672212064
16	164	45600977606229352	45600977606230328
32	165	45868733540247664	45868733540248720
64	166	46136489474265992	46136489474267080
128	167	46404245408284440	46404245408285320
1	168	46672001342302688	46672001342303776
2	169	46939757276320928	46939757276322224
4	170	47207513210339344	47207513210340496
8	171	47475269144357800	47475269144358744
16	172	47743025078376088	47743025078377144
32	173	48010781012394336	48010781012395584
64	174	48278536946412864	48278536946413760
128	175	48546292880431280	48546292880432032
1	176	48814048814449656	48814048814450360
2	177	49081804748467816	49081804748468888
4	178	49349560682486032	49349560682487360
8	179	49617316616504664	49617316616505432
16	180	49885072550522984	49885072550523800
32	181	50152828484541280	50152828484542208
64	182	50420584418559568	50420584418560608
128	183	50688340352578024	50688340352578840
1	184	50956096286596320	50956096286597248
2	185	51223852220614728	51223852220615528
4	186	51491608154632968	51491608154633976
8	187	51759364088651168	51759364088652480
16	188	52027120022669448	52027120022670888
32	189	52294875956688064	52294875956688960
64	190	52562631890706536	52562631890707192
128	191	52830387824724576	52830387824725840
1	192	53098143758743112	53098143758744008
2	193	53365899692761256	53365899692762552
4	194	53633655626779728	53633655626780768
8	195	53901411560798248	53901411560798952
16	196	54169167494816456	54169167494817432
32	197	54436923428834872	54436923428835720
